MarriedID,MaritalStatusID,GenderID,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID,Salary,Termd,PositionID,Position,MaritalDesc,CitizenDesc,TermReason,EmploymentStatus,Department,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences,tenure_days,age_group
0,0,0,1,4,3,0,93396,0,24,27,3,2,3,0,5,4,1,4.96,4,6,31,0,3,3703,1
0,0,1,1,5,3,0,52846,0,19,22,3,2,3,0,3,5,1,4.43,3,0,44,0,14,3563,2
0,0,0,2,3,3,0,100031,0,27,30,3,2,3,0,2,5,1,5.0,5,6,57,0,7,2741,1
0,0,0,1,6,3,0,71860,0,3,2,3,2,3,0,4,4,1,5.0,5,0,20,0,7,3423,-1
0,0,0,1,5,3,0,61656,0,19,22,3,2,3,0,3,3,1,5.0,4,0,48,0,11,3381,-1
1,1,1,1,3,3,0,110929,0,5,4,1,2,3,0,2,4,1,4.5,5,7,10,0,8,2673,-1
0,0,0,1,5,3,0,54237,0,19,22,3,2,3,0,3,4,1,3.3,4,0,58,0,11,3521,2
0,0,1,1,5,3,0,60380,0,19,22,3,2,3,0,3,5,1,3.8,5,0,6,0,4,3829,2
0,0,1,1,6,3,0,66808,0,3,2,3,0,3,0,4,2,1,3.0,5,0,16,0,17,4249,-1
0,0,0,5,5,3,0,64786,1,19,22,3,2,14,2,3,4,1,4.3,4,0,83,0,3,1602,2
0,0,0,1,5,3,0,64816,0,19,22,3,1,3,0,3,4,1,3.58,5,0,31,0,3,4473,1
0,0,1,1,3,3,0,68678,0,14,17,3,2,3,0,2,4,1,4.7,3,6,68,0,2,4135,1
1,1,0,5,5,3,0,64066,1,20,23,1,2,17,2,3,3,1,4.2,5,0,120,0,9,602,2
1,1,1,5,5,3,0,59369,1,20,23,1,2,5,2,3,4,1,4.2,4,0,121,0,6,392,2
1,1,1,2,5,4,0,50373,0,19,22,1,2,3,0,3,2,0,4.1,4,0,69,0,5,2735,2
0,0,1,1,5,3,0,63108,0,19,22,3,2,3,0,3,2,1,4.4,5,0,6,0,3,3829,2
0,0,1,4,5,2,0,59144,1,19,22,3,2,13,1,3,5,2,2.0,3,0,115,5,16,1901,2
0,2,1,1,5,2,0,68051,0,18,21,0,2,3,0,3,0,2,4.13,2,0,6,3,3,4913,-1
0,0,1,1,5,4,0,170500,0,10,10,3,2,3,0,3,4,0,3.7,5,0,73,0,15,5474,2
1,1,0,1,5,3,0,63381,0,19,22,1,2,3,0,3,4,1,4.73,5,0,52,0,6,3283,2
1,1,1,1,3,3,0,83552,0,9,6,1,2,3,0,2,4,1,3.04,3,6,21,0,2,3199,1
0,0,0,2,5,3,0,56149,0,19,22,3,2,3,0,3,5,1,4.12,5,0,26,0,15,2735,1
0,0,1,1,3,3,0,92329,0,28,31,3,2,3,0,2,2,1,5.0,3,4,18,0,5,3339,-1
0,0,0,1,6,3,0,65729,0,21,24,3,2,3,0,4,4,1,4.62,4,0,23,0,8,3528,1
1,1,0,3,3,3,0,85028,0,28,31,1,2,3,0,2,5,1,3.1,5,8,48,0,19,3339,-1
1,1,0,1,5,3,0,57583,0,19,22,1,2,3,0,3,4,1,5.0,3,0,66,0,1,4200,2
0,0,1,1,5,3,0,56294,0,20,23,3,0,3,0,3,5,1,3.96,4,0,68,0,6,4438,2
1,1,1,1,6,1,0,56991,0,19,22,1,2,3,0,3,4,1,4.3,4,3,32,2,2,2002,1
1,1,1,5,5,3,0,55722,1,19,22,1,2,17,2,3,4,1,5.0,4,0,106,0,14,1850,2
0,0,0,1,4,3,0,101199,0,24,27,3,2,3,0,5,0,1,3.79,5,5,24,0,8,4375,2
0,0,1,1,6,1,0,61568,0,3,2,3,2,3,0,4,4,3,1.93,3,0,31,6,5,3381,-1
0,3,0,5,5,3,0,58275,1,20,23,2,2,11,2,3,3,1,4.62,5,0,122,0,1,1675,-1
1,1,1,1,5,1,0,53189,0,19,22,1,2,3,0,3,4,3,1.12,2,0,32,4,9,3465,-1
0,0,1,1,3,3,0,96820,0,4,3,3,2,3,0,2,4,1,3.01,5,7,22,0,15,2511,2
0,0,1,1,5,3,0,51259,0,19,22,3,2,3,0,3,4,1,4.3,4,0,58,0,1,3521,2
0,0,0,1,6,1,0,59231,0,3,2,3,2,3,0,4,8,3,2.3,1,0,27,2,17,4333,1
1,1,0,1,5,2,0,61584,0,19,22,1,2,3,0,3,4,2,3.88,4,0,14,0,6,4011,2
0,0,0,1,5,3,0,46335,0,19,22,3,2,3,0,3,0,1,3.4,5,0,58,0,15,4291,1
1,1,0,1,3,3,0,70621,0,14,17,1,2,3,0,2,2,1,4.11,4,6,66,0,16,3283,1
0,0,1,1,3,4,0,138888,0,13,16,3,2,3,0,2,4,0,4.3,5,5,34,0,4,3648,-1
0,0,0,1,6,4,0,74241,0,3,2,3,2,3,0,4,4,0,4.77,5,0,25,0,14,4739,1
0,0,0,1,5,3,0,75188,0,18,21,3,2,3,0,3,3,1,4.52,4,0,10,0,4,3392,-1
1,1,0,1,5,3,0,62514,0,19,22,1,2,3,0,3,3,1,2.9,3,0,20,0,6,4998,-1
1,1,0,5,5,3,0,60070,1,19,22,1,2,10,2,3,3,1,5.0,3,0,114,0,7,2255,1
0,0,1,1,5,3,0,48888,0,19,22,3,2,3,0,3,5,1,4.7,5,0,50,0,8,3339,-1
1,1,1,1,5,3,0,54285,0,19,22,1,2,3,0,3,2,1,4.2,3,0,4,0,3,3563,2
0,3,0,1,5,1,0,56847,0,20,23,2,2,3,0,3,4,3,3.0,1,0,66,2,5,3465,1
0,0,1,4,5,2,0,60340,1,19,22,3,2,4,1,3,3,2,5.0,4,0,100,5,16,2369,2
0,0,0,4,5,2,0,59124,1,19,22,3,2,12,1,3,3,2,2.3,3,0,9,5,19,1469,1
1,1,0,4,4,2,0,99280,1,24,27,1,2,4,1,5,4,2,2.1,5,4,132,4,19,765,1
1,1,0,1,5,3,0,71776,0,20,23,1,2,3,0,3,5,1,4.4,5,0,64,0,17,3465,2
0,0,0,1,5,3,0,65902,0,20,23,3,2,3,0,3,5,1,4.0,4,0,38,0,7,3605,1
1,1,0,5,5,3,0,57748,1,19,22,1,2,10,2,3,3,1,3.13,3,0,71,0,16,1653,-1
1,1,1,1,5,1,0,64057,0,19,22,1,2,3,0,3,4,3,1.56,5,0,28,6,15,3157,1
0,0,1,1,3,1,0,53366,0,15,18,3,2,3,0,2,5,3,1.2,3,6,73,3,2,3199,1
1,1,0,1,5,3,0,58530,0,19,22,1,2,3,0,3,3,1,5.0,5,0,27,0,19,4375,2
0,0,1,5,5,3,0,72609,1,20,23,3,2,7,2,3,3,1,4.76,5,0,110,0,20,770,2
1,1,0,5,5,3,0,55965,1,20,23,1,2,5,2,3,3,1,3.66,3,0,37,0,6,646,2
1,1,1,1,6,3,0,70187,1,3,2,1,2,1,1,4,2,3,2.0,5,0,26,4,7,1420,-1
0,0,1,1,3,4,0,178000,0,12,13,3,2,3,0,2,4,0,5.0,5,5,38,0,15,4644,2
1,1,0,1,1,3,0,99351,0,26,29,1,2,3,0,0,7,1,5.0,3,2,81,0,3,5474,2
0,0,1,1,6,3,0,67251,0,3,2,3,2,3,0,4,0,1,4.3,3,0,25,2,7,4500,-1
0,0,0,1,3,3,0,65707,0,14,17,3,2,3,0,2,5,1,4.7,4,5,44,0,1,4993,-1
0,0,1,1,5,3,0,52249,0,19,22,3,2,3,0,3,2,1,4.5,3,0,57,0,5,3199,1
0,0,0,1,5,3,0,53171,0,19,22,3,2,3,0,3,5,1,4.2,4,0,67,0,12,4613,2
1,1,0,1,5,3,0,51337,0,19,22,1,2,3,0,3,5,1,3.73,3,0,12,0,19,3199,1
0,2,0,5,5,3,1,51505,1,19,22,0,2,7,2,3,1,1,4.24,4,0,109,0,2,1835,-1
0,4,0,4,6,3,0,59370,1,3,2,4,2,4,1,4,0,1,3.97,4,0,7,0,7,425,-1
1,1,1,5,5,2,1,54933,1,19,22,1,2,10,2,3,1,2,3.97,4,0,19,3,15,1179,-1
0,0,0,1,5,4,0,57815,0,19,22,3,2,3,0,3,4,0,3.9,4,0,80,0,3,3381,2
0,0,0,1,6,3,0,61555,0,3,2,3,2,3,0,4,4,1,4.5,5,0,24,0,20,3241,1
0,0,0,4,3,3,0,114800,1,8,9,3,2,12,1,2,4,1,4.6,4,4,19,0,10,27,-1
1,1,1,1,3,3,0,74679,0,14,17,1,2,3,0,2,5,1,4.3,5,7,3,0,20,3199,1
0,0,0,1,5,3,0,53018,0,19,22,3,2,3,0,3,4,1,4.3,5,0,57,0,7,3703,1
0,2,1,1,5,4,1,59892,0,19,22,0,2,3,0,3,1,0,4.5,4,0,57,0,1,4557,-1
1,1,1,5,5,1,1,68898,1,20,23,1,2,5,2,3,1,3,3.0,3,0,95,3,10,399,-1
0,3,0,1,3,3,0,61242,0,14,17,2,2,3,0,2,2,1,4.61,4,5,26,0,11,3283,2
1,1,0,3,5,3,0,66825,0,20,23,1,2,3,0,3,5,1,4.6,3,0,80,0,20,3521,1
1,1,1,1,5,3,0,48285,0,19,22,1,2,3,0,3,5,1,5.0,3,0,6,0,2,4200,2
0,3,0,3,5,3,0,66149,0,20,23,2,2,3,0,3,3,1,4.4,5,0,63,0,1,3745,2
1,1,0,3,5,3,0,49256,0,19,22,1,2,3,0,3,5,1,4.1,5,0,56,0,3,3787,-1
0,2,1,1,5,3,0,62957,0,18,21,0,2,3,0,3,2,1,4.63,3,0,34,0,2,3135,2
0,2,0,5,5,3,0,63813,1,19,22,0,2,11,2,3,0,1,5.0,5,0,126,0,17,1055,2
1,1,1,1,3,3,0,99020,0,4,3,1,2,3,0,2,4,1,4.2,5,5,26,0,8,2447,1
0,0,1,5,6,3,0,71707,1,3,2,3,2,14,2,4,5,1,4.5,5,0,41,0,20,968,-1
1,1,0,1,5,3,0,54828,0,19,22,1,2,3,0,3,3,1,4.2,4,0,64,0,13,4417,2
0,0,1,1,5,3,0,64246,0,20,23,3,2,3,0,3,5,1,5.0,3,0,39,0,20,3703,1
0,0,0,5,5,3,0,52177,1,19,22,3,2,15,2,3,0,1,4.64,4,0,119,0,8,1436,-1
1,1,0,1,5,4,0,62065,0,19,22,1,2,3,0,3,0,0,4.76,4,0,56,0,5,3521,-1
0,0,1,1,5,3,0,46998,0,19,22,3,2,3,0,3,3,1,4.17,4,0,46,0,1,4158,1
0,0,0,5,5,3,0,68099,1,20,23,3,2,7,2,3,0,1,5.0,3,0,29,0,15,890,-1
1,1,1,1,6,3,0,70545,0,3,2,1,2,3,0,4,4,1,3.6,5,0,31,0,9,3423,1
1,1,0,5,5,3,0,63478,1,20,23,1,1,14,2,3,4,1,3.03,5,0,93,0,16,236,1
0,0,0,1,3,3,0,97999,0,8,9,3,2,3,0,2,4,1,4.48,5,6,28,0,4,3199,1
1,1,0,1,6,3,0,180000,0,11,11,1,2,3,0,4,5,1,4.5,4,0,20,0,19,3528,-1
1,1,0,1,1,3,0,49920,1,2,1,1,2,12,1,0,4,1,3.24,3,4,101,0,6,58,1
0,0,0,1,5,3,0,55425,0,19,22,3,2,3,0,3,5,1,4.8,4,0,38,0,4,4333,1
0,0,0,2,5,3,0,69340,0,20,23,3,2,3,0,3,5,1,3.0,5,0,14,0,4,2765,1
0,3,0,2,5,3,0,64995,0,20,23,2,2,3,0,3,4,1,4.5,3,0,52,0,6,3132,1
0,2,0,5,5,3,0,68182,1,20,23,0,2,17,2,3,3,1,3.72,3,0,41,0,18,770,2
1,1,1,5,5,2,0,83082,1,18,21,1,2,17,2,3,4,2,2.34,2,0,99,3,4,581,2
0,0,0,1,5,3,0,51908,0,19,22,3,2,3,0,3,4,1,3.99,3,0,6,0,14,3787,1
0,0,0,1,5,3,0,61242,0,19,22,3,2,3,0,3,5,1,4.1,3,0,13,0,7,4074,-1
0,2,0,1,5,3,0,45069,0,19,22,0,2,3,0,3,2,1,4.3,5,0,64,0,7,3745,-1
0,2,0,1,5,4,0,60724,0,20,23,0,2,3,0,3,5,0,4.6,4,0,66,0,11,4563,1
0,3,0,1,5,3,0,60436,0,19,22,2,2,3,0,3,5,1,5.0,5,0,20,0,9,3647,-1
1,1,1,5,5,4,0,46837,1,19,22,1,2,11,2,3,0,0,4.7,4,0,51,0,9,2365,-1
1,1,0,3,3,3,0,105700,0,8,9,1,2,3,0,2,4,1,3.75,3,5,46,0,2,3283,1
0,0,0,1,5,4,0,63322,0,20,23,3,2,3,0,3,5,0,4.3,3,0,4,0,1,3465,-1
1,1,0,5,5,3,0,61154,1,19,22,1,2,17,2,3,0,1,4.0,4,0,70,0,4,1908,1
0,0,0,5,6,3,0,68999,1,21,24,3,2,8,2,4,3,1,4.5,5,0,89,0,2,899,1
0,0,1,1,5,3,0,50482,0,19,22,3,2,3,0,3,4,1,3.07,4,0,22,0,10,3745,2
0,0,1,1,6,3,0,65310,0,3,2,3,2,3,0,4,4,1,4.3,5,0,21,0,13,3787,2
1,1,0,1,2,3,0,250000,0,16,19,1,2,3,0,1,4,1,4.83,3,0,13,0,10,4200,-1
1,1,0,5,5,3,0,54005,1,19,22,1,2,11,2,3,3,1,3.6,5,0,82,0,16,1347,-1
1,1,0,5,5,3,0,45433,1,19,22,1,2,11,2,3,3,1,3.49,4,0,29,0,6,836,-1
0,0,1,1,5,3,0,46654,0,19,22,3,2,3,0,3,5,1,3.1,3,0,79,0,3,3605,2
1,1,1,1,5,3,0,63973,0,19,22,1,2,3,0,3,4,1,3.38,3,0,20,0,17,4739,2
0,0,1,1,6,3,1,71339,0,3,2,3,2,3,0,4,1,1,3.65,5,0,13,0,20,4683,-1
1,1,1,3,3,3,0,93206,0,28,31,1,2,3,0,2,2,1,4.46,5,6,38,0,7,3339,1
1,1,1,4,5,3,0,82758,1,18,21,1,2,4,1,3,2,1,4.78,4,0,54,0,9,1797,-1
0,2,0,5,5,3,0,66074,1,20,23,0,2,0,2,3,4,1,4.52,3,0,62,0,20,448,2
1,1,1,1,5,3,0,46120,0,19,22,1,2,3,0,3,5,1,5.0,5,0,73,0,13,4193,1
0,2,1,1,1,3,0,64520,0,1,0,0,2,3,0,0,8,1,5.0,4,4,13,0,3,3647,1
1,1,1,5,5,3,0,61962,1,20,23,1,2,11,2,3,3,1,4.9,3,0,61,0,20,378,1
0,0,0,1,3,3,0,81584,0,22,25,3,2,3,0,2,4,1,4.1,5,7,39,0,2,2647,1
0,0,0,5,5,3,0,63676,1,19,22,3,2,16,2,3,0,1,4.88,3,0,130,0,17,2519,2
1,1,1,1,1,3,0,93046,0,23,26,1,2,3,0,0,0,1,4.1,4,0,26,0,20,2918,1
1,1,1,1,5,3,0,64738,0,19,22,1,2,3,0,3,3,1,4.1,3,0,64,0,10,4249,2
0,3,1,1,6,3,0,70468,0,3,2,2,2,3,0,4,8,1,4.53,3,0,27,0,16,4263,1
1,1,0,1,5,4,0,77915,0,18,21,1,2,3,0,3,8,0,4.1,3,0,20,0,11,3745,2
1,1,0,5,5,3,0,52624,1,19,22,1,2,17,2,3,4,1,3.18,4,0,88,0,16,2640,2
1,1,1,3,5,3,0,63450,0,20,23,1,2,3,0,3,5,1,4.0,3,0,57,0,7,3829,2
0,0,0,1,3,4,1,51777,0,14,17,3,2,3,0,2,1,0,4.64,4,5,24,0,14,4728,1
0,4,0,5,5,3,0,67237,1,20,23,4,2,11,2,3,5,1,4.65,4,0,124,0,15,1165,2
0,0,0,1,5,4,0,73330,0,20,23,3,2,3,0,3,4,0,4.2,4,0,48,0,19,3787,2
1,1,0,3,5,3,0,52057,0,19,22,1,2,3,0,3,8,1,5.0,3,0,22,0,6,3241,-1
0,0,0,5,5,4,1,47434,1,19,22,3,2,0,2,3,1,0,5.0,4,0,59,0,17,1468,-1
0,4,1,5,5,3,0,52788,1,19,22,4,2,7,2,3,4,1,3.08,4,0,98,0,18,1828,-1
0,0,0,1,5,3,0,45395,0,19,22,3,2,3,0,3,5,1,4.6,4,0,67,0,14,3647,1
1,1,0,2,5,3,0,62385,0,20,23,1,2,3,0,3,5,1,5.0,3,0,20,0,4,2791,2
1,1,0,5,5,3,0,68407,1,20,23,1,2,0,2,3,5,1,5.0,4,0,128,0,16,411,1
1,1,0,1,5,3,0,61349,0,19,22,1,2,3,0,3,5,1,4.1,3,0,21,0,11,3703,-1
0,0,0,1,4,3,0,105688,0,24,27,3,2,3,0,5,3,1,4.5,5,4,6,0,14,3703,1
1,1,0,1,5,3,0,54132,0,19,22,1,2,3,0,3,4,1,5.0,4,0,3,0,8,4598,2
0,0,0,1,5,3,0,55315,0,20,23,3,2,3,0,3,5,1,5.0,5,0,80,0,16,3199,1
1,1,0,1,5,3,0,62810,0,19,22,1,2,3,0,3,0,1,3.93,3,0,31,0,20,4011,1
1,1,1,2,6,3,0,63291,0,3,2,1,2,3,0,4,8,1,3.4,4,0,27,0,7,2735,1
0,0,0,5,5,3,1,62659,1,19,22,3,2,0,2,3,1,1,4.18,4,0,74,0,17,1684,-1
0,0,0,1,5,3,0,55688,0,19,22,3,2,3,0,3,0,1,5.0,4,0,20,0,10,3199,2
0,0,1,1,5,3,0,83667,0,18,21,3,2,3,0,3,4,1,4.37,3,0,6,0,2,4155,2
0,0,1,5,5,1,0,55800,1,20,23,3,2,17,2,3,5,3,3.0,2,0,5,6,6,1116,1
1,1,1,1,5,3,0,58207,0,20,23,1,2,3,0,3,5,1,3.7,3,0,39,0,14,4438,1
1,1,1,1,3,2,1,157000,0,13,15,1,0,3,0,2,1,2,2.39,3,6,64,4,13,4338,1
0,0,0,1,5,4,0,72460,0,20,23,3,2,3,0,3,4,0,4.7,3,0,6,0,1,3885,-1
0,0,1,3,5,3,1,72106,0,20,23,3,2,3,0,3,1,1,4.1,4,0,32,0,12,4375,2
1,1,0,1,3,3,0,52599,0,15,18,1,2,3,0,2,0,1,3.81,3,6,46,0,6,3241,2
0,2,0,1,5,3,0,63430,0,19,22,0,2,3,0,3,5,1,4.4,4,0,13,0,18,3927,1
0,3,1,1,5,3,0,74417,0,20,23,2,2,3,0,3,5,1,4.29,5,0,26,0,11,3885,-1
0,0,1,1,5,3,0,57575,0,19,22,3,2,3,0,3,5,1,4.1,4,0,21,0,13,3829,2
0,0,1,1,3,3,0,87921,0,22,25,3,2,3,0,2,4,1,5.0,3,6,66,0,17,2516,-1
0,0,1,5,5,3,1,50470,1,19,22,3,2,16,2,3,1,1,4.3,3,0,84,0,19,921,1
1,1,1,5,5,3,0,46664,1,19,22,1,2,11,2,3,2,1,3.18,3,0,96,0,10,1150,2
1,1,1,3,5,3,0,48495,0,19,22,1,2,3,0,3,5,1,5.0,5,0,57,0,11,3521,2
0,3,0,1,5,4,1,52984,0,19,22,2,2,3,0,3,1,0,4.0,3,0,50,0,12,3927,-1
0,0,0,1,6,3,0,63695,0,3,2,3,2,3,0,4,4,1,5.0,5,0,24,0,2,3829,1
0,0,0,1,5,3,0,62061,0,19,22,3,2,3,0,3,5,1,3.6,5,0,18,0,4,3829,1
0,0,0,1,5,3,0,66738,0,20,23,3,2,3,0,3,4,1,4.53,5,0,12,0,5,3339,1
0,0,0,4,5,1,0,52674,1,19,22,3,2,13,1,3,5,3,2.33,2,0,97,6,3,1492,2
1,1,0,5,5,3,0,71966,1,20,23,1,2,17,2,3,5,1,5.0,3,0,129,0,17,462,-1
0,0,0,1,6,3,0,63051,0,3,2,3,2,3,0,4,4,1,4.28,3,0,24,0,1,3745,1
1,1,1,1,5,4,0,47414,0,19,22,1,2,3,0,3,5,0,5.0,3,0,80,0,13,3745,2
0,0,1,1,5,2,0,53060,0,19,22,3,2,3,0,3,5,2,4.25,3,0,73,4,6,3605,2
0,0,1,1,6,3,0,68829,0,3,2,3,2,3,0,4,8,1,5.0,5,0,6,0,18,3283,2
1,1,0,5,5,3,0,63515,1,19,22,1,2,0,2,3,3,1,3.89,4,0,91,0,7,1070,2
0,0,1,5,4,4,1,108987,1,24,27,3,2,0,2,5,1,0,5.0,5,3,134,0,13,1400,2
1,1,1,5,3,3,0,93093,1,9,6,1,2,13,2,2,2,1,4.7,4,5,11,0,19,517,1
0,0,1,5,5,2,0,53564,1,19,22,3,2,5,2,3,3,2,3.54,5,0,113,4,15,2544,1
1,1,0,5,5,2,0,60270,1,20,23,1,2,17,2,3,0,2,2.4,5,0,78,5,2,1533,1
0,0,0,5,5,3,0,45998,1,19,22,3,2,9,2,3,5,1,3.45,4,0,116,0,5,1623,1
1,1,0,5,5,4,0,57954,1,20,23,1,2,11,2,3,4,0,4.2,5,0,0,0,12,630,1
1,1,0,5,5,3,0,74669,1,18,21,1,2,0,2,3,4,1,4.16,5,0,94,0,6,2032,2
1,1,0,1,5,3,0,74226,0,20,23,1,0,3,0,3,5,1,4.3,3,0,6,0,14,4291,2
1,1,0,1,3,4,0,93554,0,9,6,1,2,3,0,2,2,0,4.6,5,7,34,0,16,3339,1
1,1,1,5,5,3,0,64724,1,19,22,1,2,11,2,3,3,1,5.0,3,0,60,0,13,514,1
0,0,1,1,5,3,0,47001,0,19,22,3,2,3,0,3,3,1,3.66,3,0,66,0,15,5901,2
1,1,0,1,6,3,0,61844,0,3,2,1,2,3,0,4,8,1,4.2,5,0,44,0,9,4375,1
0,2,0,5,5,3,0,46799,1,19,22,0,0,0,2,3,3,1,3.17,4,0,107,0,14,2576,1
0,0,1,1,5,3,0,59472,0,19,22,3,2,3,0,3,2,1,4.8,3,0,38,0,14,3647,-1
0,2,0,5,5,3,0,46430,1,19,22,0,2,17,2,3,4,1,4.5,5,0,104,0,16,267,-1
1,1,1,5,1,3,1,83363,1,23,27,1,0,5,2,5,1,1,4.15,4,0,103,0,4,1636,1
1,1,0,1,3,3,0,95920,0,4,3,1,2,3,0,2,4,1,4.4,4,6,79,0,10,2647,2
0,2,1,5,5,3,0,61729,1,19,22,0,2,11,2,3,4,1,3.8,5,0,72,0,19,2385,1
1,1,1,1,6,3,0,61809,0,3,2,1,2,3,0,4,0,1,3.98,3,0,26,0,4,3521,-1
0,2,1,5,5,3,0,45115,1,19,22,0,2,15,2,3,5,1,5.0,4,0,90,0,11,1705,2
1,1,0,1,5,4,0,46738,0,19,22,1,2,3,0,3,3,0,4.36,5,0,46,0,16,4417,-1
0,2,0,5,5,3,0,64971,1,20,23,0,0,16,2,3,3,1,4.5,4,0,40,0,10,26,2
1,1,1,5,5,3,0,55578,1,20,23,1,2,0,2,3,4,1,4.2,5,0,36,0,13,218,-1
1,1,1,5,5,3,0,50428,1,19,22,1,2,4,2,3,4,1,5.0,3,0,1,0,11,1842,-1
1,1,0,4,5,2,0,61422,1,19,22,1,2,4,1,3,4,2,3.6,3,0,111,4,16,1954,1
0,4,1,1,5,4,0,63353,0,19,22,4,2,3,0,3,2,0,3.6,5,0,46,0,4,3829,1
1,1,0,1,3,3,0,89883,0,9,6,1,2,3,0,2,2,1,3.69,5,6,52,0,15,3241,2
0,0,0,5,3,3,0,120000,1,29,20,3,2,0,2,2,5,1,3.88,3,7,49,0,12,1405,-1
0,0,0,1,3,3,0,150290,0,7,8,3,2,3,0,2,4,1,4.94,3,5,79,0,17,2550,-1
0,3,0,1,5,3,0,60627,0,19,22,2,2,3,0,3,8,1,5.0,4,0,32,0,8,3647,-1
